Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure,Recency_Group,Tenure_Group,Total_Kids,Total_Spending,Total_Accepted_Cmp,Total_Num_Purchases,Income_Cat
-0.35151586587459266,0.25979158134196306,0.2797890708734851,-0.8290973183581237,-0.9320509399501414,0.3120881777469314,0.9840443706517391,1.5541933589825145,1.7046575477838402,2.464510601003465,1.4665528179009364,0.8510824700528412,0.368152038075397,1.4491097235010488,2.6202595505571584,-0.5467796986039465,0.7011864093689223,-0.281392894714126,-0.288371105932689,-0.2783647086014397,-0.26495812520533224,-0.11311620392565859,-0.09906332665982248,2.361160704442726,0.9900897555131972,1.536425929322834,-1.3403622287246801,0.44504597556873515,-1.2757435458199229,1.6770753451237828,-0.44281658195115864,1.32227618440014,-1.3308547452595236
-0.35151586587459266,0.25979158134196306,-0.2657151724559831,1.0316249075753754,0.8982551997611096,-0.37775390356254174,-0.8706341592216437,-0.6349777262124168,-0.7221943753365189,-0.6465392159456181,-0.629813920623602,-0.7290230716237703,-0.17419362717812284,-1.1412705565282488,-0.5848948144817855,-1.164382673207087,-0.13029825238921197,-0.281392894714126,-0.288371105932689,-0.2783647086014397,-0.26495812520533224,-0.11311620392565859,-0.09906332665982248,-0.4235205160404431,1.2418738460700174,-1.1847948696064343,-0.449385010793352,1.3377405347504672,1.3965009501570758,-0.9610891877092699,-0.44281658195115864,-1.1576338046839538,0.41422270981795306
-0.35151586587459266,1.1896195368232845,0.9030440885828782,-0.8290973183581237,-0.9320509399501414,-0.7916591523482256,0.36284595279350673,0.572840803550304,-0.17839977774843838,1.3481927255099706,-0.14789053245704145,-0.03531819966818474,-0.7165392924316426,1.4491097235010488,-0.22876655169968058,1.3060292252054746,-0.5460405832682791,-0.281392894714126,-0.288371105932689,-0.2783647086014397,-0.26495812520533224,-0.11311620392565859,-0.09906332665982248,-0.4235205160404431,0.31866551402834337,-0.20020770781202635,-0.449385010793352,-0.4476485836129968,-1.2757435458199229,0.2816688217825266,-0.44281658195115864,0.8001898709087518,1.2867614373566914
-0.35151586587459266,1.1896195368232845,-1.176800689252987,1.0316249075753754,-0.9320509399501414,-0.7916591523482256,-0.8706341592216437,-0.5594890681022467,-0.6592759921445095,-0.5001368716186024,-0.5816215818069459,-0.7482926514003143,-0.17419362717812284,-0.7712162308097777,-0.9410230772638903,-0.5467796986039465,0.28544407848985515,-0.281392894714126,-0.288371105932689,-0.2783647086014397,-0.26495812520533224,-0.11311620392565859,-0.09906332665982248,-0.4235205160404431,-1.2759670594981845,-1.056155340929778,-0.449385010793352,1.3377405347504672,0.06037870216857646,-0.9179493903170313,-0.44281658195115864,-0.8965906479382598,-0.4583160177207853
1.4215715164046023,-0.6700363741393583,0.28695823805307363,1.0316249075753754,-0.9320509399501414,1.553803924103983,-0.38913107935066926,0.4218634873299639,-0.21884730980044437,0.15867367785296813,-0.0033135160070732954,-0.5555968536348739,1.4528433685824367,0.3389467463456355,0.12736171108242433,0.07082327599919386,-0.13029825238921197,-0.281392894714126,-0.288371105932689,-0.2783647086014397,-0.26495812520533224,-0.11311620392565859,-0.09906332665982248,-0.4235205160404431,-1.0241829689413642,-0.9473065089726073,0.4415922071379761,1.3377405347504672,0.06037870216857646,-0.3056961119425681,-0.44281658195115864,0.5391467141630577,-1.3308547452595236
0.5350278252650049,1.1896195368232845,0.48214459610380755,-0.8290973183581237,0.8982551997611096,-1.1365801930029622,0.6422366287680227,0.3967006012932406,-0.3087307143604577,-0.683139802027372,0.3581290251178471,-0.574866433411418,-0.17419362717812284,0.7090010720641066,0.4834899738645292,1.3060292252054746,0.28544407848985515,-0.281392894714126,-0.288371105932689,-0.2783647086014397,-0.26495812520533224,-0.11311620392565859,-0.09906332665982248,-0.4235205160404431,0.15080945365712994,-0.2942135172295829,1.3325694250693043,-0.4476485836129968,0.06037870216857646,0.1821154431850529,-0.44281658195115864,0.9307114492815988,-1.3308547452595236
-0.35151586587459266,-1.5998643296206798,0.164018584096,-0.8290973183581237,0.8982551997611096,-0.5157223198244364,-0.2048521228568396,0.9754469801378775,-0.012115479312413788,0.23187485001647595,0.5268022109761433,-0.3243618963163454,0.9104977033289168,1.0790553977825776,0.12736171108242433,0.37962476330076406,0.28544407848985515,-0.281392894714126,-0.288371105932689,-0.2783647086014397,-0.26495812520533224,-0.11311620392565859,-0.09906332665982248,-0.4235205160404431,-0.18490266708529696,1.190088736731836,-0.449385010793352,0.44504597556873515,0.06037870216857646,-0.026946651869641815,-0.44281658195115864,0.8001898709087518,-1.3308547452595236
1.4215715164046023,-0.6700363741393583,-0.8619123656488645,1.0316249075753754,-0.9320509399501414,-0.5847065279553837,-0.6774384790264996,-0.40851175188190664,-0.4974858639364856,-0.6282389229047411,-0.629813920623602,-0.40144021542252156,-0.17419362717812284,-0.031107579372835585,-0.9410230772638903,-0.5467796986039465,1.1169287402479893,-0.281392894714126,-0.288371105932689,-0.2783647086014397,-0.26495812520533224,-0.11311620392565859,-0.09906332665982248,-0.4235205160404431,-1.3598950896837911,0.3192980810744703,-0.449385010793352,-1.3403431427947288,0.06037870216857646,-0.7254795250285822,-0.44281658195115864,-0.6355474911925657,-0.4583160177207853
1.4215715164046023,1.1896195368232845,-1.0054344673150797,1.0316249075753754,-0.9320509399501414,-1.0331038808065411,-0.8617174355203293,-0.6601406122491401,-0.6412993112325068,-0.6282389229047411,-0.5816215818069459,-0.8061013907299465,-0.7165392924316426,-0.40116190509130667,-0.9410230772638903,-1.164382673207087,1.5326710711270564,-0.281392894714126,-0.288371105932689,-0.2783647086014397,-0.26495812520533224,-0.11311620392565859,-0.09906332665982248,2.361160704442726,-0.4366867576421172,0.1758155298581998,1.3325694250693043,-1.3403431427947288,0.06037870216857646,-0.9295639511534032,-0.44281658195115864,-1.1576338046839538,-0.4583160177207853
1.4215715164046023,1.1896195368232845,-2.1480147049755725,1.0316249075753754,0.8982551997611096,0.6570092184016679,-0.820106058247529,-0.6601406122491401,-0.7221943753365189,-0.6648395089864951,-0.629813920623602,-0.594136013187962,-0.7165392924316426,-1.1412705565282488,-0.9410230772638903,-1.7819856478102274,4.858609718159593,3.553750001455882,-0.288371105932689,-0.2783647086014397,-0.26495812520533224,-0.11311620392565859,-0.09906332665982248,-0.4235205160404431,1.5775859668124443,-1.2095332405057913,-1.3403622287246801,1.3377405347504672,1.3965009501570758,-0.9245862822235295,1.0318056278473602,-1.679720118175342,-0.4583160177207853
